CLASSIC_SUBID,CURRENCY,UPCOMING_REBILL_TOTAL,UPCOMINGDISCOUNT
NpISMEHVTgG4Fs1vCDRKGg,USD,19.99,0
BN44CdNkT1WTXrdO5Hmj9A,EUR,14.99,0
lsSpjJ-VRWuqIgsL8a3BFg,USD,18.86,0
rXp7rsqqRPu9DtisZNXqiA,USD,18.26,0
1O49OScCTdC0If6LBvNJQw,USD,19.99,0
sg6fyvbrSOCJFf3DoI3vvg,USD,19.99,0
MOtW6K0QRPilwAKA0GrbmA,USD,18.68,0
P_shZ_h4QaSQpO2YGFnOzw,USD,6.99,0
JIuVjOZaSoGdwTTXatxVcA,USD,19.99,0
iWCLVi_6QuKMJKoQz5RH-g,USD,18.44,0
_YFle8OaQQOYXFlKGT7BKQ,EUR,19.99,0
MzYZg7soT5y3K6ukAPeLhg,USD,18.64,0
VcsoXPZVQhqu4mNWspcD2w,USD,19.99,0
3ohBWsWcSW2T7CB_ybZHRQ,USD,19.99,0
xWvtH_AiRYSDif_k2WIM2Q,USD,18.51,0
5vryAHcxTP-KQp2nip6gDQ,EUR,19.99,0
YJo0YJFEQomhj_mR0utgSA,USD,19.99,0
Ep5d8bO8SBWVXqrMWzSx-Q,USD,9.99,0
feVF3k2oQKGf9Lx1GaexhA,USD,19.99,0
P-HEqT-UR7umFblLUarVsA,USD,19.99,0
k6YrZ6JmQyuy4990Opvruw,EUR,19.99,0
4Q89IclQRkmxnBK2lVIe1Q,USD,6.99,0
iSz4liJXRvyeSFtK_K2kpQ,AUD,33.99,0
C6ZEhxEhQdO3VHcgXP1f1A,USD,19.99,0
nWRci2IYS3SLqRts0cCagg,USD,19.99,0
dt2f5H_3SIKTGDdV8aHPMQ,USD,18.68,0
Hv0JkPbXQBqT2Q_EnVuh2A,USD,0.99,0
EqzxpEPMQhKAQ_T9YyghrA,USD,18.41,0
TBAiUziBTYCSX6c4dLZcGA,USD,19.99,0
VGIQ7WeARR673A2mftJ8fw,GBP,18.99,0
4wgcUGt0RAWyUpNNKWQMYQ,USD,19.99,0
jInfAW9tQ6SXvSRxdlz55A,USD,18.64,0
K0ozs7kyRV6ityi90AgpgA,GBP,18.99,0
99quNLIiSNSOKEqiWBcRfw,USD,18.86,0
6FPHrzNVSAy_p3ywnU5MWg,USD,18.75,0
D8iRvTUBRZu86JAqyhmEHw,USD,9.99,0
08Ht9HIfQTCiKjZ3RKeYPA,USD,18.81,0
HQWT3OUCT5qRZ6hy6SYnQA,USD,19.99,0
ETdn29FQSIu75Ck0gpx-gA,USD,18.8,0
H402cEVJSiiY_6pqvDrQsA,USD,0.99,0
30hW_ZIURYCNprC6VGUC3g,USD,19.99,0
vq_v0_LAQBaTAp7Jg7bCmQ,USD,18.36,0
DMWZQSgoSwuY7TTL0ASy3g,USD,9.99,0
ga67sxA8S8e9mV2l7ZBk6g,USD,14.99,0
bZoI7OwhRHe_VoKjOe520A,USD,18.3,0
NnfTQMnuRyCcytVa48HZ8w,USD,18.86,0
htb4vSxwT6GI86n57EXXnA,USD,18.98,0
15RELPPSQ32YsFnvTgO7sg,USD,18.37,0
bfcg8MzhSFaJZndRmcDrkQ,USD,19.99,0
AAWOoMSQTdKT5raB5roM5w,USD,18.68,0
cFRGzETXRAiK0byTLpcCzQ,USD,18.75,0
HWLBx4NETsCwc8VTc6AGvQ,USD,18.64,0
F2IWwGGtSiaEdpuAelCDmA,USD,19.99,0
qFzDuaJ1QOy2_rpPk-IPTA,USD,18.64,0
_kdUPHV6QkGYOPSmDf9f_g,GBP,13.99,0
G3lQ2ncXTyWYqAkSzCFyqA,USD,18.75,0
U3Lk70CkRw6UTy2DE_m0Ag,USD,19.99,0
uAvfPQasTVCXTV9q9dzsuw,USD,19.99,0
cn2pN3mzSYqP3YFxThbEYg,USD,18.86,0
np6cdqSYTgmspZAgfI4o4w,USD,19.99,0
wpkTTjvFQjKTcAPVigIFjw,USD,19.99,0
HvK4TwdsQfajdI-o0jipJw,USD,18.64,0
029sKG6yTCmmuHZy6SyRBQ,USD,19.99,0
GI9OljkoSk2NgmxNL7k8uQ,USD,19.99,0
XxiYFDtwR3e-zI5mJdJqXA,USD,0.99,0
Y9ddv_1GTh2vHBc_irHQgQ,USD,19.99,0
w4j9eMQxSWyBWH5LW6hkrA,CAD,19.99,0
RPTh_MWOTJO_F8ggXWgcZA,AUD,16.99,0
9z1Fe-w1SwCZo2CXvrhmrQ,USD,19.99,0
y6EJiGTFSTysUi5YdWki4A,USD,19.99,0
iEi1yqBsQoO9FvqLbYLmfw,USD,18.64,0
izMx0rCURlK4lv-st-DIgg,USD,19.99,0
YAGNUMANRqWUHz03lvrdXw,EUR,19.99,0
XazCPKSXQI-PLCVOH-rjyA,USD,18.8,0
uFm9g-wwQhel8cMgRu-BSw,USD,18.98,0
mx4Wj5vHQ3esbE6vX-1FcA,USD,0.99,0
RfxTbjFlSimh_VzliGiyvA,USD,19.99,0
JWJ07CiwSn6eaZKh1bJsow,AUD,31.99,0
dkOJDkBISzmhESsCF4MwHw,USD,18.86,0
dj-itU0yQqGk9m4AG8NEMg,USD,18.86,0
f7FWJfGETPK1AGXGrNwESg,USD,19.99,0
jnbOKu_ISJaIfu_ytqhjew,USD,19.99,0
xYwg3XCSSnyW5YzBQQyikA,USD,19.99,0
KcfrwPwETDegUTLu_si03g,USD,19.99,0
E_WYxoVIRk6nO0_I7vuaeg,USD,19.99,0
KBWseMCGSn6qVf45ZJKuJw,USD,9.99,0
5wQCb8-DS_O7Hpqx0KheOg,USD,19.99,0
pDzRdYLSRVqAmaH9mKhQlQ,USD,19.99,0
oTKwmrLCR0OCkRyiLnapow,USD,19.99,0
zwx2Bw2oRgq3zbFlNUzxNg,AUD,28.0909,0
lYqpKH7YTteyszNHjHWpbQ,USD,18.86,0
8iP5kDlRR_OHkHjoK1CyAQ,USD,19.99,0
fEdyjV5UR06mhk33XEC72Q,USD,19.99,0
oc-T9nHUTtqyf9v2GISjJQ,EUR,9.99,0
MJLoro4VTtmdQQXAKCTiWg,USD,19.99,0
2pLZQnakTdWTKIrRMw9bjg,USD,19.99,0
UKCi005lTDCVm3Ox5WO_Aw,USD,18.68,0
BHq7byxGS62hEb4kFiNlZQ,USD,0.99,0
7X-28BgQS2GYEkW6O2rm2w,USD,18.68,0
5mOxqGFNRPa3oofAfceUsQ,EUR,22.99,0
YB5qRYwKQoWB5EtNknDDSA,USD,19.99,0
z6k9VTC2S9OXoxhHdGK_Lw,USD,18.66,0
9NSC25nHTbKu4-xjKMsbVg,USD,19.99,0
yXpyrjmrTouC05M9pxbEwg,USD,18.51,0
b7_eY6x8TBCfoo2cSEZHjA,USD,19.99,0
UG4bBZUBSiSwD8-UBZAiwA,USD,18.86,0
th1CSImAS9iADwJ_TeFi8A,USD,19.99,0
DoD0P2a-TSqDBCYWovgcOg,USD,19.99,0
wnFlbPMuQ8iPVvFQbfRPZA,USD,19.99,0
iurRzdx2TWS5T0vFde3R6A,USD,19.99,0
TDpYNF1dTEanJl-mixTQjQ,USD,18.41,0
Uwuw-rDqSo26fqsIx9d0EA,USD,9.99,0
Vu69ggn9T0ajRl4LSzXOgg,USD,19.99,0
UPQntQ89StGAZCszKAx3BQ,USD,19.99,0
SUy_9qvbQWuiHOBHjLyd2Q,USD,6.99,0
ud9TIs6gT_u64YtqHkgN7A,USD,19.99,0
G9qhDw4_QTOhzxjBREHRJQ,USD,19.99,0
jthQm7KgQf2niIEQxC207w,USD,19.99,0
oECHbJ8RTS2eUM4uasVQiQ,USD,19.99,0
bj7zjTTTRNqKOB3gX3Grvg,USD,19.99,0
64DXtkw6Qgi5foP4pFR-sA,USD,19.99,0
YE987_4ITfuiaKr91ViVeQ,USD,19.99,0
cuzuf2WXSzm0JbbqgIzk2Q,USD,19.99,0
BR0BIbhLTkKW8C8zJDv-zQ,USD,18.68,0
F4iKbMy9QFaoHsjSUdWMxw,USD,9.99,0
kL56R5l_RqqJsF_nwd5gcg,USD,19.99,0
t8qXnzTBRU-1iYwxfPCGcg,USD,19.99,0
Vwo06MDmQsOt5gpH8Vok5g,USD,18.68,0
-cmvbG0FQsS4DcVnRuTc2A,USD,0.99,0
q1hvn8MLSAyn0ZoyA0ATOQ,USD,19.99,0
gFylSK2eQp68Rh5fIx-Icg,USD,9.99,0
KeganXkBSg6z1IoPJLhEyA,USD,19.99,0
0qVGqckvTQCNe3aoZz54MQ,USD,19.99,0
MiEIWq53QAWtnsRsf308tg,USD,19.99,0
vC_QPb-9Tj6cl0KMXr_TtA,USD,19.99,0
MlGInd-tRkOx8250L1DVjg,USD,18.86,0
kXbP48G9SvK6JdcQxk0Bjw,USD,19.99,0
xD6yBMjSRqmzs5i2_7-TvQ,CAD,20.99,0
eiYYBUt4S7mkph79fNjTCA,GBP,20.99,0
mpju20KNQ4abdzhqFxYr-w,USD,18.43,0
EhetT7ieRiiN4dnFt5uvDA,AUD,18.99,0
f4U0bX-MQzaBhYzyBFRQZw,USD,19.99,0
Wi3rtxDKSEaTCZ0sKkQUQw,USD,18.73,0
SnNDRV-6Q-eBiY8cDeR62g,USD,18.64,0
zQ5mU6gvTdiA337uPyLzWw,USD,18.3,0
Qk3qE9VNQoeNN-6DGz2UFg,USD,19.99,0
J2aADAhaQlSl4Cf7V-Yxtw,USD,19.99,0
uhBn7a-bSjCSHmyO_Ol6ew,CAD,24.77,0
AMZXAoj4SIuZvTjPz-qcDQ,USD,19.99,0
5lrpatw6TNCRWxZ0R3ddxA,USD,18.75,0
FMp7iSUFQSGjoFvsdxnvVw,USD,19.99,0
Kg5z58XwSS2wXGgwyqSzLA,USD,18.73,0
xKp2jEn_QOWAgk-SfKqcJQ,USD,9.99,0
WBJzTNWERniqCCFveHUXYw,USD,19.99,0
zfYpqJ4bSOSBYg5Z0H2cjg,SEK,279.99,0
0GjI5YdkSaCXqRzt_ADiRw,USD,18.47,0
Ac5RLxFrSRubE2zRSw6NLg,USD,18.81,0
st0OSeifTSC6QUll_WEuUw,USD,18.73,0
Vw1UTYhmSuGzWCug65XjxQ,CAD,1.99,0
PefT6HK3QK25iP-_pVbsqQ,USD,19.99,0
hVcQ9IY5TkeGXvF0ENWbPQ,USD,18.3,0
1fzlbYkuQqOX_ZYs_2QBtA,USD,18.68,0
VGMhEHLSS0agTa2uuv-6fQ,USD,6.99,0
rpApPkN4RPO9d7MwzEkuRg,USD,19.99,0
1Wwp8qIoQfienj2h58e6Mw,USD,9.99,0
TBOAiotwTMuMNI2OGziDXg,USD,19.99,0
jdOzDdBHTZOyhzBhAgbX4Q,USD,19.99,0
o6L5s08_QwixtmXWniZqeg,USD,0.99,0
PWWaNcvjTOeCUOSJjPkESw,USD,18.68,0
owHyFkkVTcOdJ-hVBJyuQQ,USD,19.99,0
5H8W8ii_S7yaZHJXewZu0g,USD,19.99,0
NHulFyJ1SyuJ-0QfixDw_Q,USD,19.99,0
wIEuVFVHSmq2GqNBWXfTQA,USD,0.99,0
DcZy9PFrScWNHUDnOcRP7w,USD,18.6,0
d7d_o1wISbercdciWj7sWw,USD,18.68,0
6TsMbHhOQ3yVwb4rNKlpvg,USD,9.99,0
Jvy1bSQ0SCmlAhW945CE8A,USD,19.99,0
SRZC1A4tQaOxaDH4_enuRg,USD,19.99,0
6MvQUMkjRziuOylC4ZsCpw,USD,19.99,0
WkpC-MshQXKcOd1jNLwOzQ,CAD,24.34,0
GfW4vLjDQdqCchSzFfAEAQ,CAD,26.99,0
gUzJoJRfQLa4QU_gVFJyPw,USD,18.26,0
sY5Wi0PATcySy6dQZ-hTaw,USD,9.99,0
Srzxxb_JThuSXZ6J4c-pBw,USD,18.64,0
dC_lBWCtTD2NMBohvW60QA,USD,19.99,0
_u36FvJ4T6SXSxS-W9kiZw,USD,19.99,0
Z4T4Zo9BQC2GjHcHylkENg,USD,19.99,0
B7LLjdAiRQeSVxQdVNECXg,USD,19.99,0
EtLaDdslSjW8YD3_Ok_uhg,USD,19.99,0
gXOM0ju0TNG_lrj7Yrz4oQ,USD,19.99,0
qTngS051Qum6hQjUi2Q78g,USD,19.99,0
zYoM7Ai2RxmebXDHmCd-gg,USD,18.47,0
iJH-Wo6cQMu-bb4Z03ANEQ,USD,19.99,0
9g6zJJDATSK4fx3rpOzWrg,USD,9.99,0
o3-lHy3NSGWS2KbM35s3AQ,USD,19.99,0
YqW04BOfSvW2gF7M-xuR8g,USD,19.99,0
DU5mbQrYSyGpr0l9IRfAXg,USD,0.99,0
-4Z4KyoyTLat2JcUMxiG-A,CAD,26.99,0
_T8tgty3RIaSc8v1IKjC2g,USD,19.99,0
q44xcDBVRzCJ3SxIxQ7otA,USD,9.99,0
nZFhC4vPTL6OqwWgCXTvPw,USD,19.99,0
XjjvgeM7RquFiaWJRFFiag,CAD,25.99,0
rU2OiquRSyurKnN6VGQupg,USD,9.99,0
dvS1QHLATNeh_Ty0btrEjg,USD,18.54,0
d_SLyIR7Suab-c1HypC49A,USD,18.62,0
5gr8DFZXQhCP6KHYnFipeQ,USD,19.99,0
nBQwYQF4QXSOj2cCUes4OQ,USD,19.99,0
hVq2c9kVScu6kZPq8u4ElQ,USD,19.15,0
vITPvn-HTGaZGyEuZJ2cyg,USD,19.99,0
wF_KUZePSme2MGHqnUw5fQ,USD,18.38,0
Hg94_kFIT4y3dkFvdXG1Tw,USD,18.47,0
6vh9MUVdQjm7G2h3JH25sg,USD,9.99,0
w0MJm-JeQd-yTqk9p0OTew,USD,9.99,0
D4Xt_aeVREqXREXOov3Rag,USD,18.84,0
PziwQVriTVeNE4BCP1KKOg,USD,19.99,0
jiUPV3s2SSeF2ajnKXWNMw,USD,19.99,0
bc-CPZ8JRwqJk2GonA782A,USD,14.2762,0
FLeCLtzTRoivvYbD_oZ1vA,USD,9.99,0
ugu-8wMCTbin0ajnQBkEtw,USD,19.99,0
wWfsRj56RvunLIMHwE9slw,USD,18.73,0
YgKwbFniQ0qV6iRZ2TJKJw,CHF,21.99,0
x99_olthT52uHKhjFMkGaA,USD,19.99,0
ZroCiJ2DR4WdLLn10jxPGg,USD,19.99,0
lligXApVTseKXAVLtj3JfQ,USD,19.22,0
_CLVnHvoRNOpukFKGVJhhA,USD,18.64,0
pI1QJsIxQb-hQoF-QYMCng,USD,18.81,0
uGahXb_7ToOo0gC96PbKpA,USD,19.99,0
2DB34q8SQO-j2Z3VSAP07w,USD,19.99,0
6ogGnluIRZGNEL4prmTN1A,USD,19.99,0
CKTJwTrgS9mVW6A_XJx1Zg,USD,9.99,0
UTYxyCEcQNqS1k3hViTjDw,USD,18.86,0
jMBolijdRmCUX5qtnqtSvQ,USD,18.86,0
NwCQuNgDRhemoU3NEXTJcw,USD,19.99,0
clMthnTpR3qO5ao0IXRVtQ,USD,18.36,0
9sA2PbWVQd6wktF6EbCkqQ,USD,18.86,0
zFceVwEdTn6GRXazQoQlJw,EUR,19.99,0
qSTjPmKoS7ujUd5eKxbyWw,USD,19.99,0
ZTj1t02mQVeaMH7Y0rTlNg,USD,19.99,0
IGL_4HXrT3ygHWdgQovnrw,USD,19.99,0
vvE9qp7EQtKAt231CKpL8w,EUR,23.99,0
cZczCEWHRlK679d5Su4O1Q,USD,19.99,0
G69JBc3iRgeyrKS6XHUfEQ,CAD,26.99,0
3nh9yYcUTS-HCFIIwfEIBw,USD,19.99,0
CkUxXandQM2QJl971NmwxQ,USD,19.99,0
bOiKVHZhT_K8NVlgeD6lTw,USD,19.99,0
Spxe3FDqScqFlsc9456smw,USD,19.99,0
d1seG22RRTGO5Qd2IZiVUw,USD,19.99,0
BxBs519cTz-P1SvyXBkvPA,USD,19.99,0
ZQ54b_yTQ1S_2GvqEV0ogg,USD,19.99,0
p2ScLQGCQMOoGraxCmGvVg,CAD,25.65,0
9gYD1LNIQ1COfccOxO0gJg,CAD,13.99,0
dnx8J85SQrOnQNYIpFeGCA,USD,19.99,0
0SiBFSaXSQG3ErpGPDj2kg,USD,6.99,0
kLl6wRnHRhCh505iwfOCrw,AUD,31.99,0
mpEhr-hYRmK3MVOMe0-8eQ,USD,19.99,0
PtsGhNqPSAiKTE2GH-e3KA,USD,19.99,0
TlPw_wE2QK2OW0dAaVTlsw,USD,19.99,0
gf4O-K6rSYCr5lhnJng8rw,USD,19.99,0
46bvtTJqTDu7cE2kxds2IA,USD,19.99,0
xFvQD-sZRV-I02ij0mWmkg,CAD,26.66,0
-_Eh4fhgQSOvDybnyFQvgw,USD,19.99,0
vNywOC9HSnSyk1noVpyynA,USD,19.99,0
XmPYXmheRgSGH0lvbugNTw,USD,19.99,0
VN_jJRhCRnWxZ-h_o-SFZQ,USD,0.99,0
-Rgtly0tRJiz1xd8XsByVQ,USD,19.99,0
RrTMiA08SV-dwJ1pqS0kqA,USD,19.99,0
g4Tln4-7SUWtcfH6k4UlEA,USD,18.86,0
SPErlCmbR72O5oTRwwb36A,USD,18.86,0
1ZDqQQlzQxmX5bFSEakLnA,USD,19.99,0
5YUto6vyRlinyMNpPlhrpw,GBP,20.99,0
1MYPqFUpQ3a1lTzzqXVvUQ,USD,19.99,0
64lP8qVQTEKnSGWhkToEVA,EUR,19.99,0
sYGdch9HSJ2v2jKj4W0u_g,USD,9.99,0
LP0uDaJ3Siu0_e__jYntIA,USD,18.81,0
72pSVT58SdK-AwpLL6LTYA,USD,19.99,0
9jeoigAoQS23k6FvF7PfzQ,USD,19.99,0
ILmXMX1YQ9qJ6Fds0xOYsQ,USD,0.99,0
q2UeE8t_Reyw_2rRdcFxzA,USD,19.99,0
e4sDCOxtRHynf054IJ1T7w,USD,18.64,0
ARlmtDFmTcCeDY-fpv20WA,USD,19.99,0
nP7RXps9ScSABRoV4X8jHg,USD,18.21,0
E-6ZxxL7QW2v9dftB4bOhw,USD,19.99,0
F8ndCYy0SOOEc1-gLtvHeg,USD,9.99,0
WWte2Lg3QyG5Ja3F0uflzA,USD,18.86,0
v6YuS0yvSWmfQN2oY-Pvlg,USD,19.99,0
Svc24QbkSsy9Xi1RG3fyAg,AUD,28.1727,0
0esUj0T9QSGa8wKuOjPVEQ,USD,19.99,0
dP6l8YwRTxalhFqnI2VCjw,USD,19.99,0
7NiIfwtqQC6GPlujdR3owg,USD,19.99,0
tSLKaT6kThuqXODY7i1-lg,USD,9.99,0
oRzvwMKaRDCR3nDNi7lxkg,USD,19.99,0
z49DXQrkQrmDW1YtuJaMig,MXN,373,0
AAFpjIjMRG2uQhVJENdMiw,GBP,19.99,0
bHm1t2zFTQChtjHLCVGxaQ,USD,19.99,0
o4uBLJuQQ7WzVraVGSHGaw,USD,19.99,0
vihS81MUSJCRllOjsydExA,EUR,19.99,0
VRslFAQbS42y75fnwKyLqQ,USD,19.99,0
E42zwavkTLy1Wur9Ztdisg,USD,19.99,0
LGBaz1e1TMenotslXj-i2A,USD,19.99,0
Ucv-0a0DTT2wR9dR8ESq-w,NZD,18.99,0
GoOEwP0vSoWYgrpZr_QGjA,USD,9.99,0
Yq885JqZRMqFRa0vKTEAZg,USD,19.99,0
gnD8f_nETz6IJewmSN3uwA,USD,18.64,0
S5hDgie-T26rcHGeeGq2lA,USD,19.99,0
vnumDl6_THan2TvCjHwaHA,USD,19.99,0
zDXKJUdqQ5O3b4rWMK9d7g,CAD,19.99,0
0UHOUF0NT42_5Dpb7bMdIw,USD,19.99,0
QsLsMnXNQGipbLSsFvSX4Q,USD,19.99,0
y-fuCruFToqhCz2f8d5ltw,USD,19.99,0
c89h4ZriQqy21pC-51SAxQ,USD,19.99,0
3pW9vwxbSeymLKJfOr4bfg,USD,19.99,0
ypMNTrgcSOi4O75-dEWpaA,USD,19.99,0
xVoYXgShSi-L4Ym_1Bj3Qg,USD,19.99,0
ppcJbtIPRcqhMDDG0rj_XA,USD,18.43,0
USAp6_UUS_-mC2JLsjAMzw,USD,19.99,0
wqqzRw2OQoiWL_H3dkWguA,EUR,19.99,0
gQwEKAtoSlyhDr5CALHCow,GBP,20.99,0
GAjP52QSS9yYhHqOHVicMQ,USD,19,0
n-NYc0qTQrOhCLU9lBCHCQ,USD,19.99,0
qvJFPaRjQ-muBVCXWX4fQQ,GBP,19.99,0
kqlj1EGhQ6GeM7z_DRc-AA,USD,9.99,0
V4-OTM0-TXynAt9hmVhutg,USD,18.62,0
dJ5WG7ECQ3eM5w72FGc6UQ,USD,19.99,0
v8Q6jVM1Qqyt7TEyPCpS9Q,USD,18.68,0
MlH-pq75QFC4Xo0YbLhGFg,USD,19.99,0
XtCBZemPTCqvLDaw-UJ2NQ,USD,18.64,0
sSYR3V20RLKjh5farO9x7A,USD,18.75,0
9q7lct7wSpKS_awLQ87_0Q,EUR,22.99,0
R8R-4jBgT_q41WaUs4uNUg,USD,19.99,0
IkwcfU1NTf-Z9X8vX6NLiQ,USD,9.99,0
fbK785eaSImn6tsKCabiYg,USD,19.9913,0
OYSonDaiR82ZnzczHBa-DA,USD,19.99,0
zf_hMRONSD25aMXs2GbsHg,USD,19.99,0
oM07v93uTZaeNMrdg6lbgA,USD,19.99,0
X7cQLkcKSMiIwP6zumy3bA,USD,19.99,0
UrQf24XrQAGB2R0qlwU9_w,USD,18.4,0
5_r_iguYS0SBRLvDdkXfew,USD,19.99,0
fU3G4g4vTTKl3lZJKn2I7Q,CAD,24.77,0
ZyZqHH8WRhyYrKdqqM7BjQ,CAD,1.99,0
tLgqt_N-RgCZKg0ImFQsbA,USD,18.81,0
sxKZtd4iSpuUJEIDOirV-g,USD,6.99,0
8s06ZpVqQWG-pFB8OpR7jg,USD,18.42,0
xa-oEuXwRL2D5SN34e8qfQ,EUR,22.99,0
5Vx5e285TQS70w27m9OVYw,USD,19.99,0
qiSE5sARQ-qFcoAdzFnJqw,USD,18.86,0
ITErEq-ET4WgOTz3LVmF6Q,USD,19.99,0
zZQRrcFDTrur5DHXLbWcoQ,USD,19.99,0
XCGMgP5BTROaVHASZl822A,USD,19.99,0
WlpGqyK-TwC_cB_o7cF5Wg,USD,18.43,0
TN2WOn0SSqKXt4EgX_IzsQ,USD,18.6,0
J7DfEOLeQEqYzsUt-lJXIA,USD,19.99,0
ydmG66bhTdyRcH5F7JKNSw,USD,19.99,0
ECjvJ83WS9C1vw_LJitowQ,USD,18.87,0
EaZ02QrMTnyqRdhLvcuFFA,USD,19.99,0
-mjIB5mDQKiRWzK_l4iamA,AUD,34.99,0
96v0zYDpQI60XDqTFf5_Tg,USD,19.99,0
9-sSOJ3_SG2aP9FV5yHPVQ,USD,19.99,0
AwoN7zj1SoS-GaJIrOZqXA,USD,19.99,0
tAB5y4OORBWuiAEtuJxlhA,USD,18.64,0
FYjfjafARSaAdoieAYVjZA,USD,19.99,0
yvcLfw6sQ0Oju3sD_ztMwA,USD,6.99,0
s3P03jW8St2-k2ul35Vj4A,USD,18.64,0
YlZOHDNxQriDrMpEJ3Aj6A,USD,19.99,0
U9m4BuWNQ-aNEm5-LQipyQ,USD,18.86,0
TvI5uHRfTWitoOEEDPvlmw,USD,19.99,0
gbBSoMwKTcqvXcuhXYWzpA,AUD,1.99,0
27NwAKrzQReAUjdASTP-uQ,USD,19.99,0
MVefRYBpQb-pCQOG9s8wow,GBP,14.99,0
IzBzH092RHSN8k9Y_7AtCQ,USD,18.64,0
xjswXjfzQ0GrzBLc-fhq4Q,USD,18.51,0
p_CC2JX3RnyypmYW3s7Fig,USD,19.99,0
Aadyd9pVQBirnARu9xbu7g,USD,18.68,0
jNBR-sNPQY20DSc1u1lQ6Q,USD,18.21,0
dpsyw7czT36z9Km497kkBg,USD,19.99,0
IBiYFZsVTICpSanHS1fY3g,USD,19.99,0
BXoAiCjhT8Gp0Pm3GJUbWA,USD,19.99,0
oMn9EzaOTKKmM8r330RvqA,GBP,20.99,0
oAOTFVK6SNKcN5xWxnCGiQ,USD,9.99,0
9gBASkXpTI-x05W-EGpCow,USD,0.99,0
qH8_Sul7RZid_UPJFu3x2A,USD,18.86,0
3-xN7zykTgW5jAmr7etlJg,USD,9.99,0
t2vdM5pGTCqsSwB-MyuKaw,GBP,20.99,0
9EftxxxnTA6rocg69aq4gQ,USD,19.99,0
dVSlzLfTTqyehQaFitydIw,USD,19.99,0
m1uEFE7oTli9BxZSzmfnyA,EUR,19.99,0
s8JaDdesSyOyB7P3h2X2ww,USD,19.99,0
KHEvc9yoQ1mw_y7hJTD8eg,USD,18.43,0
AqAmU6kTRZmdqtF3OJAoKA,USD,19.99,0
GE3eK-uxTWyNsolJDBAstw,USD,19.99,0
7ok_jYEER_KJv8eHc4G2yg,USD,9.99,0
vlzJvN6BRJCo-asLPDnzSg,USD,19.99,0
FId9hUMwR_C0JjtHNVjEFA,USD,19.99,0
sfOcw1htTMGSSIIpvc7ZOg,EUR,16.252,0
q7aehhthQs26fvpgn5QM1w,USD,19.99,0
XuEzoSqoQqCsbBxFCKbawg,USD,19.99,0
ovARmxfqQzujPdxrHItaag,USD,0.99,0
Xysu0zOmQiOP7db48Ik3WQ,USD,18.64,0
QdzygGjQRgqc6GOFoi5euQ,USD,19.99,0
PbOFB63LSaG2MdJbu_W2mA,USD,19.99,0
qoCWxEwSS4awuzNAX_gcYg,GBP,20.99,0
DmUGvek3TmSNqh464H8b2Q,USD,19.99,0
i0cpseVkQ3StB4qsmTGPtw,USD,19.99,0
tA_1n2yaQ7i2wScvIEMy8w,USD,18.73,0
sCb7WNp1Qzuqd7H1pQGTrA,AUD,30.99,0
yqOVx0CORH2pS1gCPqBPIQ,USD,18.31,0
dEEKPawwTaiQeZpro0PEDA,USD,19.99,0
4q9zc7tiTPi943BVhZbHvw,USD,19.99,0
pR2Df3dNT9mtA3NvjCuvZg,USD,18.86,0
KzY2IAGdS_a636q9UBk2pQ,USD,19.99,0
NVQDG99SR8GyMHuHe8O2kg,USD,19.99,0
zXoorCM9RiuJWl3jeszyGg,USD,18.51,0
P6WnG3TTRjS_gtp-K31N1Q,USD,19.99,0
J0JhsOzkTS28ttLQsIl04g,AUD,35,0
v7VahWSOTMilvLshpJESXA,USD,18.81,0
vR7Ay25lSPOTtDffYWkZ-g,USD,0.99,0
2TETjK3BSnil4zSbKmbwqw,USD,18.64,0
0bRUnfQ0TTCM9iudvkirSg,USD,19.99,0
RAyuDpErSx263wcr_0ow9A,GBP,10.99,0
weVc0rjsQnqNrR7-rKeY_w,USD,18.95,0
RH2refK3S3WbPKE12Tpuew,USD,9.99,0
R2_J4HR7SsqfkpIY-myIOA,USD,19.99,0
bnBVTF2FSAe7DLbvEjl_Rw,USD,19.99,0
iXEZD7aURpCbfqGov4upjQ,AUD,11.99,0
gXc03c8RQ9-x9p_LdKXlcg,USD,18.27,0
z8W6Mb6tR8ilTVjV9OAkMg,USD,19.99,0
l0-XO571TxGt21sc3o7IIw,CAD,25.99,0
esKkT_u4RtO6Ri7O5WjcCQ,USD,19.99,0
mrdP2V1TRZKaZdOc4c0cBg,USD,9.99,0
xFgh2HIhSf6g7P2e8dp87g,USD,18.73,0
O4B8avAHSQeUm4uidvzD4w,USD,9.99,0
oisM3Ab_QPac7KrEVCffdg,USD,19.99,0
zS-ZwUFIR5KmXg38BesWzA,USD,19.99,0
k_DIFFx0Rp6jPoi7ksuUjg,USD,18.64,0
bLGkvKo1QxCAOR0FTZRYGw,USD,19.99,0
6eXo_q2RRhu23aMgxAk7mQ,USD,19.99,0
B540J8_oTn6yqT83cCdrmg,USD,18.68,0
20-PfpY_QK-I8v6uzwH81A,USD,18.64,0
2wiVBbAwSOW84IetbI5sCQ,USD,19.99,0
931YgKFsRf2ZqPccXqYLOA,USD,18.73,0
mOx-t0j-Sam25tIqrhEx2g,USD,18.95,0
VlgjipCNSSG_MHwVIjvJzw,USD,19.99,0
9nF14Tc_QkeqNCQc6wswtA,USD,19.99,0
BzM8K9x-Tlu3A861T3jtCw,GBP,21.99,0
