SubscriptionId,RepricedUnitPrice,RepriceSubtotal,RepriceOverrideDiscount,"Initial Currency","Initial Price"
jZUdeGxkQa-pqjXy0Grwpw,29.99,29.99,0.00,USD,19.99
OQvpEnSvQP2POAJYToZvDQ,26.991,26.991,0.00,EUR,14.99
4Mm2pfiuQ8OscHUMQBVsdg,29.99,29.99,0.00,USD,19.99
si_gq77JTISHHadeWq13mw,29.99,29.99,0.00,USD,19.99
be1d_agcRTKSU0rlgy1v8A,29.99,29.99,0.00,USD,19.99
2gx7xV0wRJac1jbRKYJMdQ,29.99,29.99,0.00,USD,18.86
geXdRlEKRoeyMv_PUepe7A,29.99,29.99,0.00,USD,18.81
gddIyIo6RcuKRwrStGuzTQ,29.99,29.99,0.00,USD,19.99
9vE7Va-fTNC9DLL9fZ6wpQ,29.99,29.99,0.00,USD,0.99
efa3ucRYRhO6GzLU96Wndg,29.99,29.99,0.00,USD,19.99
RBd1VI9UTquQwWH2apnSSw,29.99,29.99,0.00,USD,9.99
hVJBlPNhQzSI6wqP9HmnMg,29.99,29.99,0.00,USD,19.99
s5_MQgNmT0GHwreIKDVzLA,29.99,29.99,0.00,USD,19.99
0_t1IUXzT46nSYcWXIMfBA,26.991,26.991,0.00,EUR,14.99
QH-i93C_QWu2fCdS2IWLmg,29.99,29.99,0.00,USD,18.86
UaEcCHhGT6ms7680qnzb7Q,29.99,29.99,0.00,USD,18.86
U_0uI_d0R6Os9yQT0OXnpQ,29.99,29.99,0.00,USD,19.99
BEuDU3z1S3qvVSUVcuoCsQ,29.99,29.99,0.00,USD,0.99
lEMp347qTB-RiSl3kzM7KQ,29.99,29.99,0.00,USD,19.99
0kAWzR-CRLq1QXYT4thGHg,29.99,29.99,0.00,USD,9.99
OChmpKG-QzWPLcRUJySpRw,29.99,29.99,0.00,USD,18.68
ufF8hIvzSQG9zs9x4K-iYw,29.99,29.99,0.00,USD,18.68
sPkQ3i2KS_ej7LDsG8By-A,29.99,29.99,0.00,USD,18.47
9OrKCahIS4WiLnlbMmUfcg,29.99,29.99,0.00,USD,9.99
bVY25SpVRbair29tutJTjg,29.99,29.99,0.00,USD,18.64
eJDM_8P7Rj2nAo_zI0dDRw,29.99,29.99,0.00,USD,18.64
rrmamrIuRJ2Tg4jG7Xj38A,29.99,29.99,0.00,USD,19.99
oUtE0scCTwuCDPfSEqlKdQ,29.99,29.99,0.00,USD,19.99
EftsLxGeTw-fgFFekRCPsw,26.991,26.991,0.00,EUR,15.99
sQHjdcoeQ8C8N0UH35eEWQ,29.99,29.99,0.00,USD,9.99
vuTTz_frTUGGs9fhF_gi7A,29.99,29.99,0.00,USD,18.36
sAhV26M6RECE232V5GmIsA,29.99,29.99,0.00,USD,29
eAWSjQ3hSbyNKWuVcNBKEA,29.99,29.99,0.00,USD,6.99
GQkG3zYjQeqvMrXxoWGQdw,40.7864,40.7864,0.00,CAD,13.99
1VEDqT3zSOCGvHDlVJVpkg,29.99,29.99,0.00,USD,18.86
6B_yS6noQQSCAnrNv_Lc6w,29.99,29.99,0.00,USD,19.99
VAR1wfQFQPK38H3sGM40WQ,29.99,29.99,0.00,USD,18.64
saCuBJk3SnGFsMdoFvRu8g,29.99,29.99,0.00,USD,18.64
ow-khxV8SZWgfClLb4bsUw,29.99,29.99,0.00,USD,19.99
hoWdlKrXQI6H1JTF4R7wvg,22.7924,22.7924,0.00,GBP,17.99
9qeLMFUjROaR_kokoK-zQg,29.99,29.99,0.00,USD,19.99
9aMFpGm6SkaKhmbRKzV-PA,29.99,29.99,0.00,USD,19.99
StFIPtR6QZOLyrhJjczl-g,39.2869,39.2869,0.00,SGD,29.99
iq6r-P5TTZ2Y9hPmsc_PRQ,29.99,29.99,0.00,USD,19.99
GAgNYOfiQrKxDL_SwNnmCg,29.99,29.99,0.00,USD,0.99
L3A74qVMT4qiQO058accnA,29.99,29.99,0.00,USD,19.99
VI5I40VpQnmiwQ8dVffeiQ,29.99,29.99,0.00,USD,19.99
9HP2QOAMR6q21O3H9hhjVg,29.99,29.99,0.00,USD,18.21
x9Paa60qQZibeGYaYfJqTA,29.99,29.99,0.00,USD,18.73
ft5SL9p3TL6S4SbEB936yg,29.99,29.99,0.00,USD,19.99
0pEuKRXdSX6pyY2Dx9muHw,25.54389253,25.54389253,0.00,CHF,21.99
yYg4Z_J6T2adg-flstRbzQ,29.99,29.99,0.00,USD,9.99
y7DsCjJaSzKvqdgvAE2gkg,44.6851,44.6851,0.00,AUD,16.99
OFSlXBAfQNmRRkxkWVsBbQ,29.99,29.99,0.00,USD,19.99
hIB9aUXoQGG4XIzSUOM71Q,29.99,29.99,0.00,USD,19.99
dIHg2nJGQAmQDLif82ddxQ,29.99,29.99,0.00,USD,19.99
LqHDl9IIT6uiM4PjHpi-fQ,29.99,29.99,0.00,USD,19.99
t7X2x9SqScGbPA15uTtXlg,29.99,29.99,0.00,USD,19.99
KF1XJ7DJQB6UKqqLkX0Hog,29.99,29.99,0.00,USD,19.99
paVW8IZQTNKTXZLv-UdWrA,29.99,29.99,0.00,USD,19.99
rra2x_yxRdm-unSA4R6GQQ,29.99,29.99,0.00,USD,19.99
OMp3Bc8HR4OQDitmJHcBtA,29.99,29.99,0.00,USD,0.99
-bB3nDemSyuw7EIad7gMOA,29.99,29.99,0.00,USD,19.99
mdeT_XI_QZKQEZ_OevXevQ,29.99,29.99,0.00,USD,0.99
bdZ2YOivTASWxtt0idjJ2w,29.99,29.99,0.00,USD,9.99
NDjkTDpUTcCVWWw8UMwkdw,29.99,29.99,0.00,USD,19.99
jb-t5RwqTCWrb9XaA-oxUA,29.99,29.99,0.00,USD,19.99
tlOwvc4pSSu6pWaIyAAtxw,29.99,29.99,0.00,USD,19.18
CEdtSAYAR5qhCdesh1WJfw,29.99,29.99,0.00,USD,19.99
kIGN3UwSSYSRe70mcj-FsQ,29.99,29.99,0.00,USD,18.64
T3gUU1bBSs6E2Rj7tzpI_w,29.99,29.99,0.00,USD,18.81
yVQmPZ_1S8ys1VWtaNhpTg,29.99,29.99,0.00,USD,19.99
tOpVZ59HTGWJcCqGSghMkw,29.99,29.99,0.00,USD,19.99
-H8uCMJLRgi1H7Zj3G9n2g,44.6851,44.6851,0.00,AUD,31.99
cHkfP4uIRISssdVHoNRlng,29.99,29.99,0.00,USD,18.68
g1mygKtUQb6qwl4t8skrEw,29.99,29.99,0.00,USD,0.99
0xlR9NKmQWCNgq5E5aMvlA,29.99,29.99,0.00,USD,18.49
Js3hsAOFSjisf8-Oazm7Gw,29.99,29.99,0.00,USD,18.64
hzhFaaYtTPqN6fEFydjpEA,29.99,29.99,0.00,USD,19.99
4KrTO7gtRAe2Nos6dUDGcw,29.99,29.99,0.00,USD,18.81
nt1geaY2R8G98FvcaKEeYw,29.99,29.99,0.00,USD,19.99
3SOpoME1RjudqQ1Vxs81YA,29.99,29.99,0.00,USD,9.99
ibTtdlwRS--J8vNumB_OYQ,44.6851,44.6851,0.00,AUD,23.99
V7P1xOIMRgORonBAG9R2dQ,29.99,29.99,0.00,USD,19.99
fDk2yKC2S6CTjQDr65N6fA,29.99,29.99,0.00,USD,19.99
nQdNyZibSzKk0Wn84x8-aw,29.99,29.99,0.00,USD,9.99
bsQ6PvUFR06ysc4XZS2LGg,40.7864,40.7864,0.00,CAD,26.99
ft9kp_1pSkyzcQReCr54QQ,29.99,29.99,0.00,USD,19.99
_dpKNWTOQmqXR1Iq1oBfRw,29.99,29.99,0.00,USD,19.99
yxJtOi8sRTuKRKvZbORYjw,29.99,29.99,0.00,USD,18.68
uSlhwyEmRTKzEbMuddfvqA,29.99,29.99,0.00,USD,19.99
3oXAidGiQNu7Kx-4mP5n2A,29.99,29.99,0.00,USD,19.99
LJWzTpHHTouW1MI6UTQU6w,29.99,29.99,0.00,USD,18.68
tjLrvPRHQ9iEbmBHQ3Z-Mw,29.99,29.99,0.00,USD,19.99
j_X9B9wyQzmTzX-2CFUXOQ,29.99,29.99,0.00,USD,18.68
xlxZUwNBTsiUpxeTh77e4w,29.99,29.99,0.00,USD,18.68
_Qzgr18ZSl-B475UrhJVTg,29.99,29.99,0.00,USD,18.21
UZYaOnm8Q82N40nTiBTxBw,29.99,29.99,0.00,USD,6.99
l48ZkAMwTCCPr9yil6Ju3w,29.99,29.99,0.00,USD,19.99
mldt0HPARZGLxPg6SyFoVw,29.99,29.99,0.00,USD,18.86
OfaMEe7aSH6Bj7WFy2hqkQ,29.99,29.99,0.00,USD,19.99
cV7aELPNQhKXpNL1vjqn9Q,26.991,26.991,0.00,EUR,19.99
0Q1WLH1SR62Th5j3P4o9bg,29.99,29.99,0.00,USD,19.99
__LDsPTdRyiSHL1QWT1fAg,29.99,29.99,0.00,USD,18.8
wqYeGIWZTxCQe1QfJTehVA,26.991,26.991,0.00,EUR,22.99
upo1GhogS1y1sxIeQGKppA,29.99,29.99,0.00,USD,19.99
SITQtjAJQhCOv1-bkkX1dg,29.99,29.99,0.00,USD,19.99
9Ee6sq2hQISrvQmaZGeGrw,29.99,29.99,0.00,USD,18.91
SQWy8hInTYW4QvuWcKFCdQ,29.99,29.99,0.00,USD,18.86
YmY4_TXUT6itJlykqNUwQw,29.99,29.99,0.00,USD,19.99
wDkn6MoLTcy8HZdOr7LQ9w,29.99,29.99,0.00,USD,18.34
VSEfzx8PSK-SHiRXGykFrA,29.99,29.99,0.00,USD,18.51
cln7UmGFShW1TUb86iSJMA,29.99,29.99,0.00,USD,19.99
cH1rF4mSSruHrc2sAKj63g,29.99,29.99,0.00,USD,19.99
pKybsAADTcWnDVLlXmLKAA,29.99,29.99,0.00,USD,19.99
0OjyDuFqRgmGWnE-jg87Kg,29.99,29.99,0.00,USD,6.99
MnxX3kD-SayleXSQH9HTmw,29.99,29.99,0.00,USD,18.68
Aj1QDknQRd-Jro_w0hA7fw,29.99,29.99,0.00,USD,18.64
JTCcgbPsQRerNjVkL8vXwg,29.99,29.99,0.00,USD,18.77
ubT-pMpWQ7Sdv4igo0cMag,29.99,29.99,0.00,USD,19.99
od4ZBvqdT32f_nZrT1W2lA,29.99,29.99,0.00,USD,19.99
t7OaKtrrRfCuaMnWpkFSig,29.99,29.99,0.00,USD,6.99
3QaC0BZ2Tby9oeJdLovdmQ,29.99,29.99,0.00,USD,19.99
aoKuc9M0Qi6e8Os-VNyIPQ,29.99,29.99,0.00,USD,9.99
JNA5B6Z4QyC0dZ8-QWh4Kg,29.99,29.99,0.00,USD,19.99
XZoR2QzpRAm5ZtTuR4YLKA,29.99,29.99,0.00,USD,19.99
W-p4h3e4TT-YZ8te4ACQHA,29.99,29.99,0.00,USD,18.68
q84vSfCJTPqSuaXEo4s6DQ,29.99,29.99,0.00,USD,19.99
wtVB2XskSCSGVwOq-SR2FA,29.99,29.99,0.00,USD,18.43
QXRELUZpR9KeFP5BoT64GA,44.6851,44.6851,0.00,AUD,35.99
NCDQelTdSF-9iYNgJ60DRw,29.99,29.99,0.00,USD,19.99
bOUOno5mT9WO3kOrDwy-Dw,29.99,29.99,0.00,USD,18.64
vLXQI2_VSLOykRlRlEqrcw,29.99,29.99,0.00,USD,19.99
IYwyCoo7T7eAaDR2pP-erQ,29.99,29.99,0.00,USD,19.99
90cid8rsRJy7pZeMaEsgMA,29.99,29.99,0.00,USD,18.86
8JR8jinBS8O_Ize-T3YmRA,116.0613,116.0613,0.00,PLN,114.99
emjDBvZ6T5qWCyXCRM8_zg,40.7864,40.7864,0.00,CAD,27.99
vY5ObtkLQa2Gcydie4KPtA,29.99,29.99,0.00,USD,19.99
OMRlfJqOThqxXjRyiSQAgQ,29.99,29.99,0.00,USD,19.99
ZGREtuEtTg6oUzYOh8_rbg,29.99,29.99,0.00,USD,0.99
ZUPKa2-4T9mM4krTsZiCXw,29.99,29.99,0.00,USD,19.99
SqcWxQIhQxioCi4zvpTHvg,29.99,29.99,0.00,USD,0.99
CmR8ZCkqR8arRb3iZPKKLg,29.99,29.99,0.00,USD,19.99
VZgZ-x0LTm-VU95eCloNQw,29.99,29.99,0.00,USD,6.99
e3DZHsHXQQGMZH9rrSvNTg,25.54389253,25.54389253,0.00,CHF,20.99
Ha6-KFBITyaNLvImljj1iA,29.99,29.99,0.00,USD,19.99
dEhA101zQkWv1ovxA3ARdw,29.99,29.99,0.00,USD,19.99
RyTeMIXsSNSoND5bRScmPg,29.99,29.99,0.00,USD,19.99
IZ0cdMoYSbGF7vh2B03I3g,29.99,29.99,0.00,USD,0.99
6QQDue7cRsqw5bfLpElBvw,29.99,29.99,0.00,USD,19.99
wyxM7LC-RlWs77wKubsAxg,29.99,29.99,0.00,USD,19.99
i_NvpaUSSO-diKwATpyQSQ,29.99,29.99,0.00,USD,19.99
rW-L117yQeiZWfUnbLKM0Q,29.99,29.99,0.00,USD,19.99
rc9QNRvzRsKqt_-MQm8z9A,29.99,29.99,0.00,USD,19.99
mJz7Pht3QXezeuJczf7jfw,29.99,29.99,0.00,USD,18.51
4Ya75vHiQe2X8qx2wUx9Vw,29.99,29.99,0.00,USD,19.99
bKEd873LThuvWrq1A6clQw,29.99,29.99,0.00,USD,19.99
52MzArDEQgiwevT8SY8CLQ,29.99,29.99,0.00,USD,18.36
u8F86Yt7SiyQnhkreLtQdg,29.99,29.99,0.00,USD,19.99
KwxjmRMvSzCm0mUDHsSfsw,40.7864,40.7864,0.00,CAD,26.66
ATaWqQ-5SSujliBJ-x48Kw,29.99,29.99,0.00,USD,0.99
bdI5CfWFSKiSnfmcWEGzeg,39.2869,39.2869,0.00,SGD,29.99
CHIALGwpT5G_0ivpDDjd0Q,22.7924,22.7924,0.00,GBP,13.99
Z9sdBFn1SluyA_paEbMlcw,29.99,29.99,0.00,USD,19.99
SBbxf7PJRuOsgWY0d_NNYg,29.99,29.99,0.00,USD,18.49
prDmC6CUTIibPzU9Pkp0mQ,29.99,29.99,0.00,USD,6.99
osOO4mAWRHiLLHpXDMvoQQ,29.99,29.99,0.00,USD,19.99
WPvuEfeyS1mnbhr-h2PtNg,29.99,29.99,0.00,USD,19.99
QUx-SisDQk64K8ARCoGtDQ,29.99,29.99,0.00,USD,19.99
lDZOmB_DSxOAAtOz1OJHHg,29.99,29.99,0.00,USD,18.52
02TIgyQmRbeRDphGeazuvA,29.99,29.99,0.00,USD,18.64
qKEPbgDTS12BWimsK7FaEw,29.99,29.99,0.00,USD,19.99
4vNbk20DT8KH2qyLqvzuFg,29.99,29.99,0.00,USD,19.99
7UNNY0ULTEuGCytH5C3Saw,29.99,29.99,0.00,USD,19.99
ZtHkWn5oQS-_L86M3ajojA,29.99,29.99,0.00,USD,9.99
_jumBP2JQTmYKLDae0mCqg,29.99,29.99,0.00,USD,0.99
S87145BFSBGt0chtld2mXA,29.99,29.99,0.00,USD,18.41
L5slnMD0QF2fEi5WvvJFHQ,26.991,26.991,0.00,EUR,19.99
CajinxUsTJ-6xTsVO8bYqA,29.99,29.99,0.00,USD,19.99
kVYUeSlyTxSxHY_osO4sOA,29.99,29.99,0.00,USD,18.68
kEpDopqdS4SjU9pl3RterQ,29.99,29.99,0.00,USD,18.86
mIhiUQnkSAiM9YnvX6TZ9Q,29.99,29.99,0.00,USD,29
ZGLM4k9jRlaRHaLjvEqlGA,29.99,29.99,0.00,USD,18.68
z8aCQl8BTXeDOjPLNohyvQ,22.7924,22.7924,0.00,GBP,17.99
OPXRVuUsS8WvulsfqKZ-xg,29.99,29.99,0.00,USD,19.99
0x3lTjq7SA2hzPGEFA6VDA,29.99,29.99,0.00,USD,9.99
O4abmfxiQymdRH8UFDZf-g,29.99,29.99,0.00,USD,18.68
mrVgYYseTfWY4qa_j7v93g,29.99,29.99,0.00,USD,18.86
pCIhezT-QrOfSqUVhhwqSQ,29.99,29.99,0.00,USD,19.99
szVcAEh4TkeCkIe48Qp45Q,29.99,29.99,0.00,USD,18.64
X6ht3qlXTO-C3TIoQZU1og,29.99,29.99,0.00,USD,19.99
jeCxgiEiRiG_VX2CtXM_dA,22.7924,22.7924,0.00,GBP,18.99
9-SHevTUQmKWQrKRZls79w,29.99,29.99,0.00,USD,19.99
XAYMnQD6SYWNT3fesyMZzg,29.99,29.99,0.00,USD,18.46
HqntqYpgSKO6G5ih1KBugQ,29.99,29.99,0.00,USD,18.34
M80S5v0DSeicPFFVtLyRTg,29.99,29.99,0.00,USD,18.86
aW1AixoPRSOqN8seuNRl1Q,29.99,29.99,0.00,USD,19.99
v-q-2f_lRVSob_LsIlFUFw,29.99,29.99,0.00,USD,19.99
K7XrEYfoSGeDNzv88sxkTA,29.99,29.99,0.00,USD,19.99
2n8j3Vb0QVavauONv6rg1Q,29.99,29.99,0.00,USD,19.99
G56Gm_4yQNeOwCrCamIOig,26.991,26.991,0.00,EUR,19.99
RCjoIkooTcWHZ42LQqX4SQ,29.99,29.99,0.00,USD,19.99
Uk0buAcGRqecjsD2heY0Ng,29.99,29.99,0.00,USD,19.99
NDqx6rODRw-9dAJCU654yA,29.99,29.99,0.00,USD,19.99
Z8fJDXSfTfmFavCQFkptEA,29.99,29.99,0.00,USD,18.86
iOu-xwyUTZSrM4VXJgCsTw,29.99,29.99,0.00,USD,19.99
1cmHYpepSCSmgShj8mH4WQ,29.99,29.99,0.00,USD,19.99
XKlMrJdYSZa3IK6l__TrEQ,29.99,29.99,0.00,USD,18.6
5_CNUt8QTmqrq0CNEmheTw,29.99,29.99,0.00,USD,9.99
8r-Wwo-xQDG4KOT1Y0w-7g,29.99,29.99,0.00,USD,18.36
N6hVpne8QQCpV4zNZrufLw,29.99,29.99,0.00,USD,19.99
1Y-AbXl4S0yPgQOgiLY56g,29.99,29.99,0.00,USD,19.99
7nXxpyvSSnmNezjPJAPCrQ,29.99,29.99,0.00,USD,19.99
NWgK7T3wTaura6g9SAyc2Q,29.99,29.99,0.00,USD,19.99
dWmfg-SpRbqk9QpxIrHGRw,29.99,29.99,0.00,USD,19.99
JKBc8E8ZS4WSdIdKbudqcg,29.99,29.99,0.00,USD,19.18
j85N0mB2TBuQdQwlSAS-9A,29.99,29.99,0.00,USD,18.81
-ywgeOVdTwqWEP7jlvPSWA,29.99,29.99,0.00,USD,19.99
yixU70MKTs6lQhPB4iSw2A,29.99,29.99,0.00,USD,9.99
DR-2zTnuSmKhCrrennqUpw,26.991,26.991,0.00,EUR,15.99
8hJ3eoMPSIufOw4AjzPoKA,29.99,29.99,0.00,USD,18.47
mb864e9VSFaSyY-dZvKESA,29.99,29.99,0.00,USD,18.51
3bR8rdTvSFaUtmCOQsJHSw,29.99,29.99,0.00,USD,18.86
HhoyPJXqSEGLBFs_foLZgw,29.99,29.99,0.00,USD,19.99
8ygtUaUDReuU2dC1EgtLvQ,4366.2441,4366.2441,0.00,JPY,131
w32Nx9OmSrCdLeEsVAI2cw,29.99,29.99,0.00,USD,19.99
l86CGYq_QlyeFldDn4Gg9A,29.99,29.99,0.00,USD,18.64
nVn4VmGgSjS_21VMrNQSaQ,29.99,29.99,0.00,USD,18.81
-IzzKknCQ7aDIdzOqjlVjA,29.99,29.99,0.00,USD,18.47
fqK6CQgNTGesVWV9plvRMw,29.99,29.99,0.00,USD,19.99
j8lF-IMSSVKF4wYh8ou0uQ,29.99,29.99,0.00,USD,19.99
4pMf9wBaQbq6SIOXdKDVvw,29.99,29.99,0.00,USD,18.95
uplvb0XCS4eXeCgEzcWGyw,29.99,29.99,0.00,USD,19.99
PLkWVYI9TV23CZm02_eL8w,29.99,29.99,0.00,USD,18.6
60O9kg6tSCixviAr-77JcA,29.99,29.99,0.00,USD,19.99
KLNPkBoGRVO4d9VdoPE1lA,29.99,29.99,0.00,USD,18.75
7RK6QIVcTTm3g600I05Z2Q,29.99,29.99,0.00,USD,18.31
qCDGI3o8SE-PaK3LNtdcSg,26.991,26.991,0.00,EUR,19.99
N84K0_PwRHG2MjfsuRr6Vw,29.99,29.99,0.00,USD,19.99
M0GL14xpS8ylU_dCkif0vg,29.99,29.99,0.00,USD,18.64
nxeTDkYpR-mhL-zB-YVqCQ,29.99,29.99,0.00,USD,19.99
hzZsvI4CTnmT7nMZp0_jFQ,29.99,29.99,0.00,USD,18.86
auItDwSoTMWmwP8zBKw1Pw,29.99,29.99,0.00,USD,19.99
ysZ8k8MSRk-G2TpePllM6Q,29.99,29.99,0.00,USD,19.99
c7S49geGRaWfmTjeihn0MQ,26.991,26.991,0.00,EUR,24.99
QdBspvIGRRqOPiZvMm_RiQ,29.99,29.99,0.00,USD,18.51
Wc4FQtzWQJeJuNTPwVb0sg,29.99,29.99,0.00,USD,19.99
7D3fjRduR5SceSdnfa_xBA,29.99,29.99,0.00,USD,18.64
q2sr_sovT8upIJH55QBVEw,29.99,29.99,0.00,USD,18.68
d3A8Jqq-Q2-lCdwupVdHkg,29.99,29.99,0.00,USD,19.99
QkNSsrzDTd6z35Taote7Wg,40.7864,40.7864,0.00,CAD,26.99
EPm2_PzRRXuzLpEmR0N7Jg,29.99,29.99,0.00,USD,18.68
ea8l57naTcWFg353WLnmhA,29.99,29.99,0.00,USD,0.99
EWqI1T0AQ5uGkZ3XlPgv0A,29.99,29.99,0.00,USD,0.99
K-3rRGn2Q-CpzyyXLXe8eA,29.99,29.99,0.00,USD,19.99
THMVNMqQTQKZzQVqcrbRxw,29.99,29.99,0.00,USD,19.99
Do8s4rlVQn23NMqWZfpXLw,29.99,29.99,0.00,USD,19.99
bOxRhXXzQcm1AXCsKSAnrw,29.99,29.99,0.00,USD,18.68
tS3iKAYfREW1rTJOhmTDXw,29.99,29.99,0.00,USD,18.34
B96ruuzpRda_HuEtN9BQlw,29.99,29.99,0.00,USD,18.47
M0Rj1GkZQka1DV5HVP0hQw,29.99,29.99,0.00,USD,19.99
EJcdw4grTzuAoqghht4nuA,29.99,29.99,0.00,USD,18.68
w6uY5OdLTHOqRRkivlvhoQ,29.99,29.99,0.00,USD,19.99
AC1nNR-PSPWOJ0l0j6zjxA,29.99,29.99,0.00,USD,18.68
kFLM32lCRt-KbFH4me76Cw,29.99,29.99,0.00,USD,19.99
W30W2piHQGKsXWbDLOAl-w,29.99,29.99,0.00,USD,18.86
X1VP8oveRN6bpE0lxlGmjQ,29.99,29.99,0.00,USD,18.64
mVmmqE9wRVu26n_wS27k0Q,29.99,29.99,0.00,USD,19.99
xlFT9-MERa-02RC9R8Q6rw,29.99,29.99,0.00,USD,19.99
8mAl0F-GTbGP_Mut7FwtDw,29.99,29.99,0.00,USD,19.99
7XALGmyoRfGeGyRKzKZfYA,29.99,29.99,0.00,USD,19.99
JBHjB-xiSeuYIDJ3UcK02A,29.99,29.99,0.00,USD,9.99
k-FFU8oZTnG0qBT9VDHvRQ,29.99,29.99,0.00,USD,18.66
1l7zs9NzR9OOiSWaE9fIOQ,22.7924,22.7924,0.00,GBP,10.99
5T4jLYY3TYaMhIaYRz6wvg,29.99,29.99,0.00,USD,18.68
mIeyvF7tQZGLXuPksS46HA,29.99,29.99,0.00,USD,18.46
MX57uyp0R9Gm6MVCYPtpNw,22.7924,22.7924,0.00,GBP,13.99
21N7_pOjSCyNYoOHHHtfNA,29.99,29.99,0.00,USD,19.99
-LjXd3b5RsqPLGLcreUKRw,29.99,29.99,0.00,USD,19.99
VmVmgMs4T1KBygqrNRW3AQ,29.99,29.99,0.00,USD,19.99
sns1cXbkRjmmAc5MfiF2KA,29.99,29.99,0.00,USD,9.99
AXUiiK5sRf2EZsRdQtuPpQ,29.99,29.99,0.00,USD,19.99
kRpErrnESrm4K42S0kS-Og,29.99,29.99,0.00,USD,18.47
LQ3GFY1BTCaZHtTbXmTDwQ,29.99,29.99,0.00,USD,18.86
A5tPKt0nRTW13J2LbBEzdg,29.99,29.99,0.00,USD,9.99
Z5v-nO-iQYGNUEwbbPbC4A,29.99,29.99,0.00,USD,19.99
c_-QwGJoTUaXl-3dUvL0fw,29.99,29.99,0.00,USD,18.3
cZnr_y8XTMixUbX9Z0fMng,22.7924,22.7924,0.00,GBP,14.99
c4viwSJARdqCi8Gtxi263Q,29.99,29.99,0.00,USD,19.99
wyfOcb9PQa2gIk2x6WI1jw,29.99,29.99,0.00,USD,19.99
kNzct5-RSfKsfcies--QiA,29.99,29.99,0.00,USD,18.68
7k5mj9A9TmOEFz2X4yQtzQ,29.99,29.99,0.00,USD,19.99
2LMgzZfoQS2JyqwzZ_O70Q,29.99,29.99,0.00,USD,0.99
IcynNOj6R9e7QuXj5MRSHQ,29.99,29.99,0.00,USD,18.47
nabH2tXoTSCPaKPhbtUeew,29.99,29.99,0.00,USD,18.64
Qo66Qfs9RAuQV0BjqdxbRg,26.991,26.991,0.00,EUR,19.99
h3qyyOzxRLuR-B4fhPb4EA,29.99,29.99,0.00,USD,9.99
p9eoCGTFTMupNi7iJrF_wA,29.99,29.99,0.00,USD,19.99
Wyr_9axaR2S_bsa8RHd8SQ,29.99,29.99,0.00,USD,18.34
DHk5n2GdSXKxO8EtoCrM8w,29.99,29.99,0.00,USD,19.99
cik5xTW2QSmrIhevXBlfvA,29.99,29.99,0.00,USD,18.86
DNuXDpEJRgq6FAc9mLrzTQ,29.99,29.99,0.00,USD,19.99
nsO4DQWJRzOW37hFThuQJg,29.99,29.99,0.00,USD,9.9913
2amsSEugS9qt8gSVpxyZ-A,29.99,29.99,0.00,USD,19.99
iRj8V1hjSZGVbYldaaRJjw,29.99,29.99,0.00,USD,18.86
5t00yZdrT-GNyCumxGl2jA,29.99,29.99,0.00,USD,18.86
go7m-wg4Rm-pU_rs405oUg,29.99,29.99,0.00,USD,19.99
iK2sx7ZvQ5qT23LXjcYb5w,29.99,29.99,0.00,USD,19.99
ZiY5jtA9QMyTsQK5iCAHHA,29.99,29.99,0.00,USD,9.99
9k1DYnQiRgqAyXD2haCI0w,29.99,29.99,0.00,USD,19.99
35F2sGF-T6mMsRyMne4vug,29.99,29.99,0.00,USD,19.99
csxtgm8IQzaVzAqoAqR1lw,29.99,29.99,0.00,USD,0.99
L9IfEW6ITGq2FUbCPCa7cA,29.99,29.99,0.00,USD,18.68
uVizXScwQwqP_xVlAaH9VA,29.99,29.99,0.00,USD,19.99
2mpRCvruTXShNJ1JaqFlUw,29.99,29.99,0.00,USD,19.99
mepIzYc_Qu-V4UFN_DY42Q,29.99,29.99,0.00,USD,18.71
fWsc0rKlT9yyVxjejHL9RQ,29.99,29.99,0.00,USD,18.36
T9ZoLPpNQPKuCPbuSQj8Ag,29.99,29.99,0.00,USD,18.68
vHRUn5wFRi6VE3q32eNr3g,29.99,29.99,0.00,USD,19.99
GMIeF18jQaqMuAOKmTAY7w,29.99,29.99,0.00,USD,18.26
hLcVHYwNQNiBxLK4ZBFkiQ,22.7924,22.7924,0.00,GBP,20.99
kewYeAZ_RNqc7ewvsh5SxQ,29.99,29.99,0.00,USD,9.99
vl0U9GGBQ6iHzGt6uxanvw,29.99,29.99,0.00,USD,19.99
4EKKEn_uTvS0nFtaC5tScw,29.99,29.99,0.00,USD,19.99
dy4E67HVTdmyqE2Rf1neCQ,29.99,29.99,0.00,USD,19.99
SE4C-16xTjmWS8-EdgEu5Q,29.99,29.99,0.00,USD,19.99
Ebr9a-7SSb2MFs33Bb_GZA,29.99,29.99,0.00,USD,18.36
HoRpiXryTXW-pjjtgvnOWQ,22.7924,22.7924,0.00,GBP,0.99
3i8MwUiQSgWXuadUlmuDVw,29.99,29.99,0.00,USD,19.99
PpWdsRtPRYacsW49XSSRsA,29.99,29.99,0.00,USD,19.99
oJyIYjlEREeQqwu58MJ0AQ,29.99,29.99,0.00,USD,19.99
YQlhJU5FSwC37fenveOlpw,29.99,29.99,0.00,USD,18.77
zi02RZc1SBO1Yer08HHI9w,22.7924,22.7924,0.00,GBP,21.99
AtuCsJgeTR6JvmEog_sFhQ,29.99,29.99,0.00,USD,19.99
pOIZ9A7mTGWv94qwEYi5RA,29.99,29.99,0.00,USD,19.99
